Argentina;ARG;Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval;GE.PER.RNK.LOWER;5,40984E+14;5,57377E+14;4,37158E+14;3,78378E+14;4,59459E+14;4,67662E+13;4,26471E+14;4,43902E+14;4,41748E+14;3,83495E+14;3,25359E+14;4,01914E+14;4,21801E+14;3,6019E+14;3,31754E+14;3,60577E+14;3,85714E+14;4,80952E+14;4,47619E+13;4,14286E+14;3,52381E+13;2,85714E+14;2,28571E+14;2,64151E+14;
Argentina;ARG;Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval;GE.PER.RNK.UPPER;6,55738E+14;7,54098E+14;6,3388E+14;5,78378E+14;6,16216E+14;6,31841E+14;6,02941E+13;6,19512E+14;6,45631E+14;6,06796E+14;5,69378E+14;6,26794E+14;6,25592E+14;5,97156E+14;5,78199E+14;6,20192E+13;6,47619E+14;7,19048E+14;6,7619E+14;6,66667E+14;6,14286E+14;5,66667E+14;5,14286E+14;5,75472E+14;
Argentina;ARG;Government Effectiveness: Standard Error;GE.STD.ERR;1,67988E+14;2,0546E+14;2,03009E+14;1,78269E+14;1,82856E+14;1,87832E+14;1,76187E+14;1,81449E+14;2,06052E+14;2,1638E+14;1,9893E+14;2,04735E+14;2,0393E+14;2,01149E+14;1,98293E+14;2,06943E+14;2,08267E+14;1,99749E+14;1,99835E+14;2,00504E+14;2,11167E+14;2,31793E+14;2,31412E+14;2,44467E+14;
Argentina;ARG;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;1,11377E+14;-1,3465E+14;9,58239E+14;-7,76545E+14;-3,59838E+14;-6,10935E+14;-4,17749E+14;1,96776E+14;9,77966E+14;-8,77557E+14;-2,34855E+14;-8,47979E+14;1,58994E+14;1,03041E+14;6,53143E+14;-5,12187E+14;8,76413E+14;1,9775E+14;1,62541E+14;6,80991E+14;-9,78643E+14;-7,20262E+14;4,68279E+14;-9,16328E+14;
Argentina;ARG;Political Stability and Absence of Violence/Terrorism: Number of Sources;PV.NO.SRC;4;4;5;6;6;7;7;8;8;8;8;8;9;9;9;9;9;9;9;9;8;7;7;7;
Argentina;ARG;Political Stability and Absence of Violence/Terrorism: Percentile Rank;PV.PER.RNK;5,10638E+14;3,93617E+13;5,02645E+14;2,27513E+14;3,51759E+14;2,62136E+14;4,41748E+14;4,58937E+14;4,68599E+14;4,08654E+14;3,69668E+14;4,2654E+14;5,21327E+14;4,92891E+14;4,83412E+14;4,57143E+14;4,61905E+14;5,28571E+14;5,33333E+14;4,71698E+14;4,38679E+14;4,5283E+14;4,76415E+14;4,66981E+13;
Argentina;ARG;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval;PV.PER.RNK.LOWER;2,87234E+14;2,28723E+14;3,1746E+14;1,42857E+14;2,31156E+14;1,60194E+13;3,15534E+14;3,1401E+14;3,47826E+14;2,93269E+14;2,41706E+14;2,891E+14;3,93365E+14;3,79147E+14;3,64929E+14;3,47619E+13;3,52381E+13;4,09524E+14;3,90476E+14;3,53774E+14;2,78302E+14;3,11321E+14;3,30189E+14;3,16038E+14;
Argentina;ARG;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval;PV.PER.RNK.UPPER;7,12766E+14;6,2766E+14;6,98413E+14;3,28042E+14;4,72362E+14;3,98058E+14;5,7767E+14;5,74879E+13;6,18358E+13;5,52885E+13;5,07109E+14;5,45024E+13;6,35071E+14;6,16114E+14;6,11374E+14;5,80952E+14;5,7619E+14;6,38095E+14;6,38095E+14;5,70755E+14;5,66038E+14;5,66038E+14;5,80189E+14;5,66038E+14;
Argentina;ARG;Political Stability and Absence of Violence/Terrorism: Standard Error;PV.STD.ERR;3,73912E+14;3,45668E+14;3,1338E+14;2,86042E+14;2,82847E+14;2,78958E+14;2,70124E+14;2,45767E+14;2,3925E+14;2,41308E+14;2,41539E+14;2,39331E+14;2,38522E+14;2,19666E+13;2,25787E+14;1,92247E+14;1,96433E+14;2,03296E+14;2,09813E+14;2,08318E+14;2,23972E+14;2,26481E+14;2,29793E+13;2,26615E+14;
Argentina;ARG;Regulatory Quality: Estimate;RQ.EST;5,18067E+14;5,21346E+14;1,82292E+14;-8,80717E+14;-6,91476E+14;-6,98035E+14;-5,25074E+14;-6,14567E+13;-6,35694E+14;-7,02629E+14;-8,30837E+14;-7,42941E+14;-7,01964E+14;-8,97687E+14;-9,28135E+14;-1,06615E+13;-8,98022E+14;-3,47571E+14;-1,963E+14;-1,95978E+14;-4,5308E+14;-4,98344E+14;-6,31173E+14;-6,97566E+14;
Argentina;ARG;Regulatory Quality: Number of Sources;RQ.NO.SRC;6;6;6;7;7;8;8;9;9;8;9;9;10;10;10;10;10;10;10;10;10;9;8;8;
Argentina;ARG;Regulatory Quality: Percentile Rank;RQ.PER.RNK;6,68478E+14;6,68478E+14;5,92391E+14;2,05405E+14;2,48649E+14;2,43781E+14;3,23529E+14;2,84314E+14;2,62136E+14;2,47573E+14;2,2488E+14;2,63158E+14;2,65403E+14;2,18009E+14;1,99052E+14;1,44231E+14;1,95238E+14;4,04762E+13;4,38095E+14;4,57143E+14;3,47619E+13;3,33333E+14;30;2,59434E+13;
Argentina;ARG;Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval;RQ.PER.RNK.LOWER;5,76087E+14;5,43478E+13;4,13043E+14;1,08108E+14;1,78378E+14;1,69154E+14;2,30392E+14;1,91176E+14;1,79612E+14;1,69903E+13;1,24402E+14;1,5311E+14;1,80095E+14;9,95261E+14;9,47867E+14;625;9,52381E+13;2,66667E+14;3,28571E+14;3,28571E+14;2,14286E+14;20;1,42857E+14;1,5566E+14;
Argentina;ARG;Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval;RQ.PER.RNK.UPPER;7,82609E+13;7,88043E+14;6,84783E+14;3,35135E+14;4,05405E+14;3,93035E+14;4,7549E+14;4,36275E+14;4,36893E+14;4,17476E+14;3,25359E+14;3,58852E+14;3,5545E+14;3,03318E+14;2,891E+14;2,59615E+14;30;5,19048E+14;5,90476E+14;60;4,71429E+14;4,52381E+13;4,19048E+14;3,96226E+14;
Argentina;ARG;Regulatory Quality: Standard Error;RQ.STD.ERR;2,77094E+14;2,71897E+14;2,34316E+14;2,08489E+14;1,81478E+14;1,88768E+14;1,62091E+14;1,89806E+13;1,97247E+14;2,0429E+13;1,85041E+14;1,86796E+14;1,77599E+14;1,92174E+14;1,90107E+14;1,98224E+14;1,92347E+14;1,97488E+14;1,91426E+14;1,91481E+13;1,90103E+14;2,02663E+14;2,06776E+14;2,12983E+14;
Argentina;ARG;Rule of Law: Estimate;RL.EST;7,55526E+14;-3,88816E+14;-2,14404E+14;-7,61098E+14;-7,77116E+14;-7,6738E+14;-5,57991E+14;-5,77016E+13;-6,01472E+13;-6,99732E+14;-6,94468E+14;-5,98094E+13;-5,63123E+14;-6,23034E+14;-6,56233E+14;-8,66435E+14;-7,48842E+14;-3,20518E+14;-2,38357E+14;-2,19663E+14;-4,27304E+14;-4,87335E+14;-4,7667E+14;-4,80682E+13;
Argentina;ARG;Rule of Law: Number of Sources;RL.NO.SRC;9;9;9;10;11;12;12;15;15;15;17;17;18;18;17;15;15;14;14;14;14;13;12;12;
Argentina;ARG;Rule of Law: Percentile Rank;RL.PER.RNK;5,42714E+14;505;4,32836E+14;2,73632E+14;2,63682E+14;2,54808E+13;3,44498E+14;3,44498E+14;3,39713E+14;2,78846E+13;3,03318E+14;3,27014E+14;3,33333E+14;3,23944E+14;3,23944E+14;1,97115E+14;2,66667E+14;4,2381E+14;4,57143E+14;4,66667E+14;3,71429E+14;3,42857E+14;3,42857E+14;3,49057E+14;
Argentina;ARG;Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval;RL.PER.RNK.LOWER;4,32161E+14;415;3,68159E+14;1,69154E+14;1,64179E+14;1,63462E+14;2,3445E+14;2,44019E+14;2,20096E+14;1875;1,80095E+14;2,41706E+14;2,53521E+14;2,30047E+14;1,92488E+14;1,00962E+14;1,38095E+14;3,04762E+14;3,2381E+14;3,42857E+14;2,61905E+14;2,42857E+14;2,38095E+14;2,35849E+14;
Argentina;ARG;Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval;RL.PER.RNK.UPPER;6,23116E+14;60;5,17413E+14;3,83085E+14;3,8806E+14;3,65385E+13;4,40191E+14;4,44976E+14;4,44976E+14;3,94231E+14;4,12322E+14;4,3128E+14;4,46009E+14;4,2723E+14;4,1784E+14;3,17308E+13;3,66667E+14;5,19048E+14;5,38095E+14;5,42857E+14;4,80952E+14;4,47619E+13;4,57143E+14;4,43396E+14;
Argentina;ARG;Rule of Law: Standard Error;RL.STD.ERR;1,90395E+14;1,92366E+14;1,60873E+14;1,74584E+14;1,72537E+14;1,6595E+14;1,62952E+14;1,5206E+14;1,53203E+14;1,49569E+13;1,43582E+14;1,44614E+14;1,347E+14;1,42121E+14;1,43709E+14;1,56037E+14;1,51492E+14;1,60968E+14;1,54259E+14;1,46177E+14;1,48521E+14;1,46567E+14;1,55328E+14;1,61117E+14;
Argentina;ARG;Voice and Accountability: Estimate;VA.EST;3,91903E+13;3,0885E+14;4,18347E+14;2,60063E+14;3,49125E+14;3,62041E+14;2,69232E+14;4,03437E+14;4,48621E+14;3,58896E+14;2,80091E+14;3,6167E+14;3,44942E+14;2,9521E+14;2,76988E+14;3,45339E+14;4,11802E+14;4,93365E+14;5,28667E+14;5,39418E+14;5,71179E+14;5,85294E+14;6,11696E+14;5,43527E+14;
Argentina;ARG;Voice and Accountability: Number of Sources;VA.NO.SRC;8;8;9;11;11;12;13;16;16;16;18;18;19;19;18;15;15;15;15;15;14;13;12;12;
Argentina;ARG;Voice and Accountability: Percentile Rank;VA.PER.RNK;625;5,77114E+14;6,1194E+14;5,62189E+14;6,1194E+14;5,96154E+14;5,91346E+14;5,81731E+14;5,86538E+14;5,81731E+14;5,63981E+14;5,82938E+14;5,8216E+14;5,7277E+14;5,68075E+14;5,91133E+14;6,00985E+14;6,35468E+14;6,4532E+14;6,60194E+13;6,52174E+14;6,57005E+14;6,52174E+14;6,28019E+14;
Argentina;ARG;Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval;VA.PER.RNK.LOWER;53;4,77612E+14;5,27363E+14;4,82587E+14;5,12438E+13;5,24038E+14;5,19231E+14;5,33654E+14;5,48077E+14;5,19231E+14;5,21327E+14;5,45024E+13;5,39906E+14;5,35211E+13;5,25822E+13;4,97537E+14;5,41872E+14;5,51724E+14;5,71429E+14;5,7767E+14;5,99034E+14;5,84541E+14;5,89372E+13;5,84541E+14;
Argentina;ARG;Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval;VA.PER.RNK.UPPER;69;6,71642E+13;6,96517E+13;6,31841E+14;6,61692E+14;6,82692E+14;6,44231E+14;6,68269E+14;6,77885E+13;6,34615E+13;6,01896E+14;6,49289E+14;6,43193E+14;6,29108E+14;6,24413E+14;6,65025E+14;6,89655E+14;7,0936E+14;7,0936E+14;7,18447E+14;7,14976E+14;7,14976E+14;7,24638E+14;7,05314E+14;
Argentina;ARG;Voice and Accountability: Standard Error;VA.STD.ERR;1,96296E+14;2,04596E+14;1,92721E+14;1,61942E+14;1,63783E+13;1,58288E+13;1,56367E+14;1,2772E+14;1,2833E+14;1,27596E+14;1,13063E+14;1,12329E+14;1,11646E+13;1,1165E+14;1,10258E+14;1,2692E+14;1,28818E+14;1,2527E+14;1,25744E+14;1,27886E+14;1,22207E+14;1,27262E+14;1,29503E+14;1,27701E+14;
Bolivia;BOL;Control of Corruption: Estimate;CC.EST;-8,24829E+12;-4,42392E+14;-4,83501E+14;-9,40808E+14;-8,53619E+14;-8,09159E+14;-7,41979E+13;-4,31124E+14;-4,02194E+12;-5,28392E+14;-6,31417E+14;-4,58649E+14;-5,73696E+14;-7,27892E+14;-5,87771E+14;-6,28422E+14;-7,1743E+14;-7,74184E+14;-7,00783E+14;-6,88172E+14;-7,80919E+14;-8,44051E+14;-8,83187E+14;-8,89223E+14;
Bolivia;BOL;Control of Corruption: Number of Sources;CC.NO.SRC;4;4;5;6;7;11;12;14;14;14;14;15;16;16;15;14;14;13;12;12;13;11;11;11;
Bolivia;BOL;Control of Corruption: Percentile Rank;CC.PER.RNK;2,52688E+14;4,06417E+14;4,04255E+14;2,22222E+14;2,32804E+13;2,46305E+13;2,43902E+14;3,95122E+14;3,98058E+14;3,59223E+14;2,91866E+14;40;3,41232E+14;2,74882E+13;3,50711E+14;3,02885E+14;2,66667E+14;2,42857E+14;2,66667E+14;2,7619E+13;2,57143E+14;2,2381E+13;2,04762E+14;2,07547E+14;
Bolivia;BOL;Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval;CC.PER.RNK.LOWER;6,45161E+14;2,72727E+14;25;4,2328E+14;7,40741E+14;1,28079E+14;1,60976E+14;2,87805E+14;2,91262E+14;2,28155E+14;2,00957E+14;2,47619E+13;2,22749E+13;1,75355E+14;2,18009E+14;2,11538E+14;1,71429E+14;1,33333E+14;1,61905E+14;1,7619E+13;1,61905E+14;1,42857E+14;1,28571E+14;1,27358E+14;
Bolivia;BOL;Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval;CC.PER.RNK.UPPER;4,19355E+14;5,34759E+14;5,26596E+14;3,43915E+14;3,7037E+13;3,49754E+14;4,04878E+14;5,17073E+14;5,29126E+14;4,85437E+14;4,44976E+14;5,28571E+14;4,59716E+13;3,69668E+14;4,45498E+14;4,23077E+14;3,71429E+14;3,38095E+14;40;3,85714E+14;3,2381E+14;2,85714E+14;2,95238E+14;2,9717E+14;
Bolivia;BOL;Control of Corruption: Standard Error;CC.STD.ERR;2,62077E+14;2,27055E+14;2,2124E+14;1,95523E+14;1,90424E+14;1,74854E+14;1,67939E+14;1,54074E+14;1,59656E+14;1,57395E+14;1,61936E+14;1,58296E+14;1,49466E+14;1,39879E+14;1,38729E+14;1,36337E+14;1,3717E+14;1,4391E+14;1,33796E+14;1,36538E+14;1,40324E+14;1,49615E+14;1,59836E+13;1,5893E+14;
Bolivia;BOL;Government Effectiveness: Estimate;GE.EST;-1,7499E+13;-9,7586E+13;-3,09992E+14;-3,27786E+14;-3,8333E+14;-6,44271E+14;-6,99575E+14;-7,32253E+14;-5,74793E+14;-6,29992E+14;-6,04385E+13;-5,00351E+14;-4,69425E+13;-3,59968E+14;-3,78246E+14;-5,81344E+14;-6,76364E+14;-6,00183E+13;-3,95687E+14;-3,29636E+14;-7,90493E+14;-7,25854E+14;-7,62389E+14;-5,63977E+14;
Bolivia;BOL;Government Effectiveness: Number of Sources;GE.NO.SRC;4;3;4;6;6;7;8;10;10;10;10;10;10;10;10;10;10;9;8;8;9;8;8;8;
Bolivia;BOL;Government Effectiveness: Percentile Rank;GE.PER.RNK;4,97268E+14;5,35519E+14;4,64481E+14;4,54054E+14;4,48649E+14;3,28358E+14;2,94118E+14;2,78049E+14;3,20388E+14;3,05825E+14;3,34928E+14;3,68421E+14;4,07583E+14;4,3128E+14;4,2654E+14;2,88462E+14;2,90476E+14;3,2381E+14;3,66667E+14;3,95238E+13;2,19048E+14;2,47619E+13;2,38095E+14;3,16038E+14;
Bolivia;BOL;Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval;GE.PER.RNK.LOWER;3,60656E+14;3,87978E+14;2,78689E+14;2,97297E+14;2,91892E+14;1,54229E+14;1,51961E+14;1,46341E+14;1,69903E+13;1,69903E+13;1,96172E+14;2,3445E+14;2,36967E+14;2,891E+14;2,8436E+14;1,73077E+14;1,38095E+14;1,66667E+14;2,09524E+14;2,38095E+14;1,09524E+14;1,19048E+14;1,14286E+14;1,46226E+14;
Bolivia;BOL;Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval;GE.PER.RNK.UPPER;5,84699E+14;6,06557E+14;5,90164E+14;5,67568E+14;5,45946E+14;4,67662E+13;4,11765E+14;40;4,85437E+14;4,51456E+14;4,78469E+14;4,83254E+14;4,92891E+14;5,45024E+13;5,30806E+14;4,47115E+13;4,2381E+14;4,2381E+14;5,28571E+14;5,28571E+14;3,61905E+14;3,90476E+14;3,71429E+14;4,62264E+14;
Bolivia;BOL;Government Effectiveness: Standard Error;GE.STD.ERR;1,73605E+14;2,22487E+14;2,16712E+14;1,83515E+14;1,87965E+13;1,92087E+13;1,76489E+14;1,81847E+14;2,06947E+14;2,08181E+14;1,96522E+14;1,9763E+14;1,98932E+14;1,98709E+14;1,95716E+14;2,05125E+14;2,12431E+14;2,09279E+14;2,25368E+14;2,29628E+13;2,25115E+14;2,4858E+14;2,51973E+14;2,57088E+14;
Bolivia;BOL;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-1,34768E+14;-2,41092E+14;-2,37061E+13;-2,86516E+14;-8,34885E+13;-6,80571E+14;-9,7103E+14;-8,02563E+14;-8,52071E+14;-6,96566E+14;-5,0611E+14;-4,15407E+14;-4,17127E+14;-4,58068E+13;-3,28593E+13;-3,33112E+14;-2,70499E+14;-2,53676E+13;-2,80111E+14;-2,86691E+14;-7,28339E+14;-4,53479E+14;-2,78813E+14;-2,83261E+14;
Bolivia;BOL;Political Stability and Absence of Violence/Terrorism: Number of Sources;PV.NO.SRC;4;4;4;5;5;6;6;7;7;7;7;7;8;8;8;8;8;8;7;7;7;6;6;6;
Bolivia;BOL;Political Stability and Absence of Violence/Terrorism: Percentile Rank;PV.PER.RNK;4,30851E+14;3,56383E+13;3,7037E+13;3,49206E+14;2,26131E+14;2,37864E+14;1,94175E+14;2,27053E+14;1,93237E+14;2,35577E+14;2,8436E+14;3,22275E+14;3,31754E+14;3,31754E+14;3,64929E+14;3,33333E+14;3,66667E+14;3,66667E+14;3,47619E+13;3,67925E+14;2,0283E+14;2,92453E+14;3,67925E+14;3,63208E+14;
Bolivia;BOL;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval;PV.PER.RNK.LOWER;2,28723E+14;1,91489E+14;2,1164E+14;2,16931E+14;1,10553E+14;1,5534E+14;9,70874E+14;1,35266E+14;1,11111E+14;1,44231E+14;1,89573E+14;2,1327E+14;2,03791E+14;2,03791E+14;2,32227E+13;2,38095E+14;2,57143E+14;2,47619E+13;2,42857E+14;2,35849E+14;1,27358E+14;1,83962E+14;2,35849E+14;2,21698E+14;
Bolivia;BOL;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval;PV.PER.RNK.UPPER;6,17021E+14;5,85106E+14;5,97884E+14;5,18519E+14;3,51759E+14;3,83495E+14;2,91262E+14;3,1401E+14;2,94686E+13;3,50962E+14;4,12322E+14;4,50237E+14;4,64455E+13;4,12322E+14;4,69194E+14;4,52381E+13;4,90476E+14;4,90476E+14;4,90476E+14;50;3,16038E+14;4,48113E+14;5,09434E+14;4,95283E+14;
Bolivia;BOL;Political Stability and Absence of Violence/Terrorism: Standard Error;PV.STD.ERR;3,73912E+14;3,45668E+14;3,42506E+14;3,00927E+14;2,92058E+13;2,86856E+14;2,78116E+14;2,52854E+14;2,44295E+14;2,46048E+14;2,46055E+14;2,43547E+14;2,40678E+14;2,21984E+14;2,2802E+14;1,96386E+14;2,01145E+14;2,06087E+14;2,16968E+14;2,15846E+14;2,2952E+14;2,3247E+14;2,34691E+14;2,3304E+14;
Bolivia;BOL;Regulatory Quality: Estimate;RQ.EST;4,96884E+14;1,67926E+14;1,59793E+14;-9,00736E+14;-1,52667E+14;-2,65374E+14;-6,93852E+14;-8,88416E+13;-9,86018E+14;-8,64422E+14;-8,73412E+14;-7,97301E+14;-7,63345E+13;-8,32378E+14;-7,86389E+14;-8,86674E+14;-9,19425E+14;-1,01973E+14;-9,95414E+14;-1,00711E+14;-1,00196E+14;-1,03529E+14;-1,16857E+14;-1,21054E+14;
Bolivia;BOL;Regulatory Quality: Number of Sources;RQ.NO.SRC;4;4;5;6;6;7;8;9;9;9;9;9;10;10;10;10;10;9;8;8;9;8;8;8;
Bolivia;BOL;Regulatory Quality: Percentile Rank;RQ.PER.RNK;5,43478E+13;5,86957E+14;5,48913E+14;5,13514E+14;5,08108E+14;4,52736E+14;25;2,0098E+14;1,69903E+13;2,03883E+14;2,15311E+14;2,29665E+14;2,41706E+14;2,27488E+13;2,41706E+14;1,97115E+14;1,7619E+13;1,28571E+14;1,42857E+14;1,28571E+14;1,28571E+14;1,28571E+14;1,09524E+14;1,03774E+14;
Bolivia;BOL;Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval;RQ.PER.RNK.LOWER;2,88043E+14;3,47826E+14;3,36957E+14;3,78378E+14;3,78378E+14;2,88557E+14;1,86275E+14;1,07843E+14;8,25243E+14;1,16505E+14;1,24402E+14;1,43541E+14;1,51659E+14;1,23223E+14;1,46919E+14;9,61539E+14;9,52381E+13;6,19048E+13;8,09524E+14;8,09524E+14;7,61905E+14;8,09524E+14;5,2381E+13;4,71698E+14;
Bolivia;BOL;Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval;RQ.PER.RNK.UPPER;6,63043E+14;7,22826E+14;6,52174E+14;6,16216E+14;5,78378E+14;5,62189E+14;3,92157E+14;2,94118E+14;2,52427E+14;3,00971E+14;2,96651E+14;3,30144E+14;3,31754E+14;3,17536E+14;3,41232E+14;3125;30;2,66667E+14;2,80952E+14;2,61905E+14;2,71429E+14;2,66667E+14;2,09524E+14;2,0283E+14;
Bolivia;BOL;Regulatory Quality: Standard Error;RQ.STD.ERR;3,11747E+14;3,32756E+13;2,62557E+14;2,22742E+14;1,90169E+14;1,95535E+14;1,6228E+14;1,87503E+14;1,90366E+14;1,80213E+14;1,72248E+14;1,6869E+14;1,64674E+14;1,81369E+14;1,80835E+14;1,89164E+14;1,8359E+14;2,0708E+13;2,03853E+14;2,02707E+14;1,96738E+14;2,13805E+14;2,03855E+14;2,08971E+13;
Bolivia;BOL;Rule of Law: Estimate;RL.EST;-2,61528E+14;-2,27261E+14;-3,68222E+14;-3,78113E+14;-4,69469E+13;-6,26745E+14;-7,65425E+14;-8,53729E+13;-8,32326E+14;-9,78549E+14;-1,11392E+14;-1,02979E+14;-9,84036E+14;-1,01876E+14;-1,05081E+14;-1,05818E+14;-1,16192E+14;-1,23818E+14;-1,24476E+13;-1,21185E+14;-1,18922E+14;-1,21922E+13;-1,17688E+14;-1,3009E+14;
Bolivia;BOL;Rule of Law: Number of Sources;RL.NO.SRC;7;7;8;10;10;13;14;16;16;16;16;17;18;18;17;15;15;13;12;12;13;12;12;12;
Bolivia;BOL;Rule of Law: Percentile Rank;RL.PER.RNK;4,27136E+14;44;3,9801E+14;4,02985E+14;3,9801E+14;3,31731E+14;2,82297E+14;2,39234E+14;2,29665E+14;1,73077E+14;1,37441E+14;1,46919E+14;1,69014E+14;1,59624E+13;1,50235E+13;1,20192E+14;1,04762E+14;9,52381E+13;9,52381E+13;9,52381E+13;10;9,52381E+13;1,14286E+14;9,43396E+14;
Bolivia;BOL;Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval;RL.PER.RNK.LOWER;3,21608E+14;33;3,23383E+14;3,13433E+13;2,63682E+14;1,92308E+13;1,62679E+14;1,24402E+14;1,24402E+14;9,13461E+14;4,73934E+13;8,53081E+14;1,03286E+14;8,4507E+14;7,98122E+14;7,21154E+14;5,2381E+13;5,71429E+13;5,2381E+13;5,71429E+13;5,71429E+13;5,2381E+13;6,66667E+14;5,18868E+14;
